safe_text,label,agreement
user since we where kids the amount of vaccinations have doubled many people believe in its tries to autism,-1.0,0.3333333333333333
user yes there are many ways but not vaccinating is socially irresponsible vaccines do not cause autism,1.0,1.0
forever mad at parents who dont vaccinate their children youre not better than everyone else,1.0,1.0
a visit to kakuma refugee camp in kenya underscores the need for action on measles  user user,0.0,1.0
tough men indeed user bomb in northwest pakistan hits polio vaccination campaign killing at least 6 people officials say,0.0,1.0
enjoying a late lunch after 2 hours at the health department for our guatemala immunizations  the ,1.0,0.6666666666666666
 user u measles booty bitch user unblock me now  ,0.0,1.0
getting my passport and vaccinations prepped scared excited,0.0,0.6666666666666666
my kids are vaccinated but dont worry there are plenty of other reasons you can be annoyed by them momtweet,1.0,0.6666666666666666
moorpark college notifies students about potential measles exposure ,0.0,0.6666666666666666
i wake up to find that amtrak train has the measles wtf i had measles 5 x when i was a kid and i was immunized this is a ploy to what,0.0,0.6666666666666666
user on average people who complain live longer  releasing this tension increases immunity and boosts their health user,0.0,1.0
user white house science indicates parents should vaccinate kids  shhhdont tell jenny mac or the cutlers,1.0,1.0
i have my vintage 82 mmr t shirt on today while mruser amp rabbi are both wearing the mmruser shirts mmr46 ,0.0,0.6666666666666666
aids n  qhpv vaccine reduces risk costs among older hivpositive msm treated for hgain ,1.0,0.6666666666666666
user researcher womans cancer killed by measles virus in unprecedented clinical trial  user,1.0,0.6666666666666666
"
everything you want to know about the measles",1.0,0.6666666666666666
user illegals did to themalso what about the us population which spreads diseases like measles influenza and every other,0.0,0.6666666666666666
user user user user what they can cure male pattern baldness but no vaccine for this think of the children,0.0,0.6666666666666666
user yes there is plain measles vaccine good question avoidtoomanytooclosetogether,0.0,0.6666666666666666
i bet our culture and society do more to induce autism than what some people claim vaccines do,1.0,0.6666666666666666
i dont want to vaccinate my kids well here is a nice photo before vaccinations  its a massive iron lung ,1.0,0.6666666666666666
dr art caplan talks about ethical issue in global health  the moral challenge of good enough with respect to cholera vaccinations,1.0,1.0
yet again your kid cant get autism from being vaccinated but they can die of several diseases that are easily contactable amp preventable,1.0,1.0
why you should and shouldnt worry about measles ,0.0,1.0
one person dies from a vaccine but you get in your car and risk much more every day of your fucking life get a fucking brain,1.0,0.6666666666666666
user all california schools have been advised to close for friday the 6 2015 due to a measles outbreak  ,0.0,1.0
white house science indicates parents should vaccinate kids amid the measles outbreak stemming from california ,1.0,1.0
us measles cases reach 20year high ,0.0,1.0
user user user user user no 1 has died of measles in usa since 2005,1.0,0.6666666666666666
"user kid asked if yr vaccinated ampim not howam i a threat2u cdcwhistleblower  agreed
proudlyunvaccinated",-1.0,1.0
if you are a vaccinated parent of unvaccinated child n they get measles is your fault plain n simple n you are a bad parent badparent,1.0,1.0
news flash we have a measles outbreak in the usa because obama invited tens of thousands of illegals from central america to come here ,0.0,1.0
lmfao why do people argue with me about vaccines if your kids immune system can handle it vaccinate your kids idk why this is so hard,1.0,1.0
user not in my kid vaccinate,1.0,0.6666666666666666
baltimore city health department child does not have measles ,0.0,1.0
user user user she got me to reveal i had measles as a kid  and mumps  and chicken pox too  the trifecta ,0.0,1.0
i bet our culture and society do more to induce autism than what some people claim vaccines do,1.0,0.6666666666666666
hi im overly paranoid rob lowe and i dont vaccinate my children,-1.0,0.6666666666666666
user user calling something controversial doesnt make it controversial hpv vaccine works and is safe shame on you,1.0,0.6666666666666666
4yo mmrchickenpox booster achievement unlocked  noe valley pediatrics ,0.0,0.6666666666666666
user one k4 berkeley school has a 13 vax rate though some kids too young it was unclear how many were vaccinated of those eligible,0.0,0.6666666666666666
user dont you want information from high school classmates on why vaccines are bad,-1.0,0.6666666666666666
so who can help user land promote user s mmr bbq this year may 20th simple flyers to make amp pass out whos up for this,0.0,0.6666666666666666
health officials urge vaccinations for swine flu health officials are urging people to be vaccinated for swine ,0.0,0.6666666666666666
user no i was properly immunized prior to the performance the kid puts on a legit show i will say,1.0,1.0
imagine if facebook included your vaccination history on your profile page violation of privacy or important social safety information,-1.0,0.3333333333333333
so great to meet user and feel her amazing energy for children and families vaccineswork protectthefuture ,1.0,0.6666666666666666
amid measles outbreak vaccines for teachers arent required while much of the attention in the ongoing measles ,0.0,0.6666666666666666
studio time with my team i need more of that killer team right here man user user user mmr,0.0,1.0
vaccines cause autism heres why  ,-1.0,1.0
texas science haters and jenny mccarthy believers at center of measles outbreak   should be the headline but isnt,1.0,0.6666666666666666
user if you raised children unvaccinated im glad they survived thanks to the community immunity protecting them vaccinesnova,1.0,0.6666666666666666
do you think cooties are still the same as when we were kids or do you think we need to update the circlecircledotdot vaccine,0.0,1.0
sb383 new providing immunity from civil and criminal liability to certain health care providers for performing  ,0.0,0.6666666666666666
waystogetshot go to a local safeway or giant and ask for a flu vaccination,1.0,0.6666666666666666
user user the hpv vaccine eliminating diseases etc they just focus on one thing and it is a problem but it doesnt,-1.0,0.3333333333333333
i think i got an adult mmr 3 years ago but will have to wait til tomorrow to call that dic and ask t may have had one too bc of greencard,0.0,0.6666666666666666
a different kind of mmr alexander training in full effect chubbybike ,0.0,1.0
another study finds no link between mmr vaccine and autism ,1.0,0.6666666666666666
day care businesses to host childrens vaccination clinics  most read by neighbors in mustang sparks,0.0,1.0
the less people the easier it is to control its all part of agenda 21 there killing us off with vaccines fluoride in the water gmos etc,-1.0,1.0
user 1 anyone who doesnt get a vaccine is not only putting their child in danger but the lives of other children it should be,1.0,1.0
user what does me having any children have to do with reading research on vaccines and autism sorry your genes gave him autism,1.0,1.0
user user is imus really telling people to chill until facts are out about ebola what about the fake vaccineautism crap,1.0,0.6666666666666666
user are all the illegal immigrants vaccinated against measles  or should we worry about that outbreak,0.0,1.0
picking up user immunization record for school  dr graham hall pediatrician ,1.0,0.6666666666666666
i didnt know there was still cases of the measles ctnews,0.0,1.0
north texas city on alert after confirmed measles cases north texas   a north texas ,0.0,1.0
yo wtf the gov is letting all these people in who dont have their immunizations amp people are getting measleswtf,1.0,1.0
should parents have right to know if child is exposed to unvaccinated classmates with the concern of measles on ,0.0,0.6666666666666666
cdc recommending vaccination to combat seasonal flu detroit cbs detroit   the centers for disease control and ,0.0,0.6666666666666666
measles vaccine has benefit beyond measles when the measles vaccine was introduced 50 years ago child death rates ,1.0,1.0
dont forgetuser view acips full flu vaccine recommendations for the 201314 flu season on cdcs flu website ,1.0,0.6666666666666666
user good deal   we need to make sure hes as immunized as possible since hes boarding   hes a great kid   no worries here,0.0,0.6666666666666666
"patents need to read this article vaccinate against influenza
flu can be deadly even in healthy kids ",1.0,1.0
"2nd tb test done 
mmr vaccine done  
cpr card  
i just need my license ",1.0,1.0
despite measles outbreak hundreds in gallatin county opt out of vaccines  bdcnews,0.0,0.6666666666666666
boston flu update 7000 vaccinated 8 deaths more than 7000 boston residents received their flu shots last w ,0.0,0.6666666666666666
progress on eliminating measles has stalled who warns  ,0.0,0.6666666666666666
hpv and measles serious danger that needs publicity ebola scare came from media not science  disease panel user ,0.0,1.0
measles joins the list of infectionsflu colds amp others that are spread by contact proper handwashing lowers risk gethealthhands,0.0,1.0
monetizing measles how one internet entrepreneur helped the antivaxxer movement go viral  ,-1.0,0.6666666666666666
user measles in 2014 people forget there really is evolution everywhere if u asked her is this evolution world  smarter,0.0,1.0
user  fascinating stuff have you seen how the measles virus is being uses to fight cancer watch the vice special on cancer user,0.0,1.0
indianas online immunization registry passes milestone an indiana state department of health website that ,0.0,0.6666666666666666
more evidence that hpv vaccine might lower cervical cancer risk ,1.0,1.0
families reminded of backtoschool immunizations with a month before clark county school district starts the ,0.0,0.6666666666666666
user rt user two confirmed cases of measles in the denver area cmon folks ,0.0,0.6666666666666666
law requiring california parents to vaccinate their children likely to pass  last thursday a state law was ,0.0,1.0
hb1902 new motor vehicles providing civil immunity for removing child from motor vehicle using forcible entry ,0.0,1.0
user antivaccination parents risk everybodys lives not just their own i rarely call for behavior to be criminalized but that does it,1.0,1.0
user user she has this rare disease so they kicked her out of school and made her go to the doctor to get a vaccine,0.0,1.0
measles in the ham  traderjoeshippies protect the herd ,1.0,0.6666666666666666
user why do african children need vaccinations and our american kids dont,1.0,1.0
if god wanted me to vaccinate my kids   monotheism ignorance,0.0,0.6666666666666666
kenneths immunization records  barrow co health dept pic ,0.0,0.6666666666666666
measles at disneyland ,0.0,1.0
user i never had beiber fever i had maslow measles hope that made u smile  or laugh  i love u lots rock out 2night xokarina,0.0,1.0
user mike you were great last nite amazing performance loved it when ronnie hinson started singing with yall had jesus measles,0.0,1.0
wait you mean another totally preventable disease is spreading in california because we are losing our herd immunity again shocking,0.0,1.0
user user user yet u  health expertsr fanatically pushing vaccinations as the sole credible response,-1.0,0.6666666666666666
insight gsk vaccine ingredient scrutinized for narcolepsy clues   fox news,-1.0,0.6666666666666666
common measles questions answered ,0.0,1.0
user whats real sad is that vaccinations against trial lawyers cause autism,0.0,0.6666666666666666
flu vaccine contains 25000 times more mercury than is legally allowed in drinking water ,-1.0,1.0
state lawmaker aims to limit reasons for vaccine exemption ,0.0,0.6666666666666666
user if you get a chance ask user about his views on childhood vaccinations i asked him once via twitter but got no response,0.0,1.0
ohio pharmacists now allowed to administer mmr vaccine due to growing measles and mumps outbreaks the governor ,0.0,0.6666666666666666
"its come to this  white house urges measles vaccinations as number of infected passes 100
 ",1.0,0.6666666666666666
user yes there is an exemption  there is no law requiring children not attending public or private school to be vaccinated,-1.0,0.6666666666666666
user mmr hep a amp b chickenpox etc the limiting factor is participation in the developed and refrigeration in developing,1.0,0.6666666666666666
h shir mmr we have keystones,0.0,1.0
usa where people freak out about ebola but dont vaccinate their children,1.0,0.6666666666666666
user i know a lot of school nurses and people fill out a form and ask for religious exemption from vaccinations,0.0,1.0
vaccinate your damn kids  hell to you jenny mccarthy ,1.0,1.0
state waiting for feds providing vaccines for child detainees in light of a recent surge of undocumented ,0.0,1.0
this snuggle bunny baby got her vaccines today and has been especially cuddly ,1.0,1.0
california preschools show lower measles vaccination rates in affluent areas user  ,0.0,0.6666666666666666
rt user number of early childhood vaccines not linked to autism ,1.0,1.0
user what you should say yes doctor vaccinate my kids because vaccines are totally safe i dont want to kill somebody elses kid,1.0,0.6666666666666666
user pretty much anything you could possibly think of floride in water vaccinations causing autism obamas student id,-1.0,0.6666666666666666
measles is contagious we have a vaccine the anti vaccine crowd doesnt seem to remember how kids suffered amp died remember polio,1.0,1.0
cold war kids and the vaccines with user flashbackfriday thiswas3daysago  rams head live ,0.0,0.6666666666666666
user user because iraq refused to give our guys immunity what shd he have done water boarded him to get him to agree,0.0,1.0
its 2015 and our president has to tell  parents to vaccinate their children  pro life let these dumbasses reproduce,1.0,1.0
user ceh padahal mmr dah 4k,0.0,1.0
steps to prevent your kid from horrific disease if you dont want to get them vaccinated 1 vaccinate them anyway,1.0,1.0
an nonimmunized child must be treated differently by docneed to recognize that deadly vaccine preventable diseases are possible vaccines,1.0,0.6666666666666666
least surprising headline ever user disneyland measles outbreak linked to places with low vaccination rates ,0.0,0.6666666666666666
user user user user in this study one vaccine studied countless on autism  sb277,-1.0,0.6666666666666666
"thank you miss informed people outbreak dumbasses
measles outbreak in orange county california worst in decades ",1.0,1.0
aids n  a malaria vaccine in children with hiv ,0.0,0.6666666666666666
cdc says flu shot less effective while health officials push hoosiers to get vaccinated there have been 85 ,0.0,1.0
user  not vaccinated your child is abuse amp incredibly ignorant hope they learned from this situation they created,1.0,1.0
windsor family wfour kids who got whooping cough after being vaccinated working for 10pm epidemic ,-1.0,0.6666666666666666
also catching the measles makes you immune to the measles it doesnt strengthen immunity overall user user,0.0,0.6666666666666666
shouldnt this end the discussion rt user even isis supports getting kids vaccinated  ,1.0,1.0
publichealth necessity rt user the disneyland measles outbreak will likely lead to tougher laws ,0.0,0.6666666666666666
my developmental psych professor is lecturing the class on how important it is to vaccinate your kids ,1.0,0.6666666666666666
amnews  aids measles and educating the public metropolitan atlanta has the dubious distinction of having one of ,1.0,1.0
immunization requirements for 20132014 school year released the indiana state department of health has published ,0.0,1.0
flu scare increasing demand for vaccine the flu scare is continuing to grow across the country and in the ,0.0,0.6666666666666666
sen boxer wants all children at head start programs to get vaccinatedintroduces legislation measles mapit ,0.0,0.6666666666666666
user no evidence points 2 unvaccinated pplas causes of measles outbreak  disneyland stop lying,-1.0,1.0
phew i didnt get the measles i just have a measle singularly oneadaybecauseican ,0.0,1.0
let it rip weekend civics exam for high school seniors and forced vaccinations for measles we debate if parents ,-1.0,0.6666666666666666
"studies have shown that laughter can help relieve pain bring greater happiness and even increase immunity 

health",0.0,1.0
im still sick fuckn wit mmr n gfe   i got wrk n 24 mins,0.0,1.0
vaccines that still contain thermosil amp mercury ,-1.0,0.6666666666666666
"zombiezymplex is a horrible disease 
please get vaccinated  

a short fun craycray ",1.0,0.6666666666666666
an ebola vaccine would be a great thing for those at risk thedoctors,1.0,1.0
my nephew got measles and he keep touching me ,0.0,1.0
maryland issues new vaccine requirements for school children the state of maryland has amended its 20132014 ,0.0,0.6666666666666666
user measles cases have spiked in the last 10 years  thats why you vaccinate,1.0,1.0
college students in 2017 required to be immunized against measles other diseases ,1.0,0.6666666666666666
user a tasty blt with a side of mmrv vaccine  autism vaccines deadlybitchbabble,0.0,0.6666666666666666
17 reasons why no one should ever vaccinate their kids  via user,-1.0,1.0
rotavirus vaccine greatly reduced gastroenteritis hospitalizations in children ,1.0,0.6666666666666666
user its weird that i was bronze last season and now im high silver and my mmr is gold,0.0,1.0
vaccines are safe period ,1.0,1.0
low key dont even know if i can go to school wednesday i havent gotten vaccinated ,0.0,1.0
do you have the weasels do you means the measles ,0.0,0.6666666666666666
infants to return to samo high school daycare after measles scare more than a dozen infants exposed to a baby with ,0.0,1.0
user protect against the mumps mmr vaccine 85 call 614 2783130 or go to a college that isnt ohio state,1.0,1.0
user user rhymes so sick they got measles had to hop on the track with beegle bars,0.0,1.0
user best physician vaccine info cdc aap redbook acip  childrens chop vaccine info center all evidenced based peer reviewed,0.0,0.6666666666666666
from death threats to holocaust warning california vaccine bill an extraordinary fight ,1.0,0.6666666666666666
15mos check up and mmrchickenpox vaccines  reading pediatrics in wyomissing pa ,1.0,0.6666666666666666
user there is absolutely no science to support vaccines amp autism it is a notion that makes folks feel better than other causes,1.0,1.0
for example bill gates himself said the world population needs to be controlled they gave defected vaccines to thousands african children,-1.0,0.6666666666666666
thimerosal mercury and the mmr stole my son cdcwhisteblower cdcfraud obamaspeech ,-1.0,1.0
seattle kings of leon fans may have been exposed to measles  they may have also been exposed to terrible music,0.0,1.0
brasil jogando pior que a galera do meu mmr pqp,0.0,1.0
user history repeats itself antivac comic from the 1940s  vaccinate your children,1.0,1.0
user chlamydia can lead to blindness infertility and death among koalas luckily a vaccine has been successfully testedawesome,1.0,1.0
just vaccinate your kids,1.0,0.6666666666666666
user quack 1 says if u kill this virus by cooking meat to x temp theres no prob quack 2 says a dead virus aids in vaccines,-1.0,0.6666666666666666
user double the chances for measles,0.0,0.6666666666666666
so apparently i have to get a meningitis vaccine before school starts or i cant get my books amp schedule wth thats fucked up bro,-1.0,0.6666666666666666
user oregon has highrate of unvaccinated students in us vaccination rates at your school  iam dmbw,0.0,0.6666666666666666
user user user no to required immunization but yes to schools  healthcare org etc requiring them wakeupamerica,0.0,0.6666666666666666
getting vaccinations for our panama missions trip  riverview health pavilion ,1.0,1.0
cdc caught hiding data showing mercury in vaccines linked to autism  user,-1.0,1.0
user people who dont vaccinate their kids without medically verifiable reason probably shouldnt have any kids,1.0,1.0
parents not wanting their kids to have vaccines to go to school claim their kids r being held hostage what about mine sick from them,1.0,0.6666666666666666
rt user measles warning issued in connecticut ,0.0,1.0
number of measles cases amp people getting vaccinated growing north texas cbs 11 news  the measles and the ,1.0,0.6666666666666666
"time to get fully vaccinated 
chickenpox tetanus mmr ",1.0,1.0
treat all these women the same they dont want nothing real  except mmr she special,0.0,1.0
"hope  massive dose of measles vaccine clears womans cancer

",0.0,0.6666666666666666
this bart ride is giving me a strange craving for budweiser is that a symptom of measles,0.0,1.0
user we have been finding over the last 5 years that it is this combination of headneck injury  vaccinesworst case scenario of asd,0.0,0.6666666666666666
gopobamacarereplacement exposure to disease to build up bodys immunity,0.0,1.0
its so frustrating that the main argument against vaccines is that even if a child gets the vaccine they can still contract the illness,1.0,0.6666666666666666
i wish i could go back in time and not get my kids vaccinated ,-1.0,1.0
if the measles outbreak turns into zombie outbreak user i will find you i swear on my life i will find you,0.0,1.0
little bitch disease is going around make sure you get vaccinated,1.0,0.6666666666666666
in 2013 measles killed more kids than car accidents or aids  via user,1.0,0.6666666666666666
wi gov scott walker signed into law a castle doctrine which creates immunity for one who killsinjures those breaking into their property,0.0,1.0
when i played the oregon trail all i did was hunt and all my people died from the measles or diphtheria,0.0,0.6666666666666666
user gop stop blaming immigrants first ebola now measles which diseasesbrought their ancestorsainf ,0.0,1.0
paperwork ug  orange county health care agency  travel immunization clinic in santa ana ca ,1.0,0.6666666666666666
user 100 correct very few vaccines still have mercury as a preservative multiple dose influenza does though,1.0,1.0
i really hope i have my measles shot,1.0,1.0
user user too bad the antivaxxers wont read this stupid   thanks for bringing back measles and whooping cough,1.0,0.6666666666666666
mississippi west virginia toughest on school immunizations mississippi and west virginia are known for their ,0.0,1.0
seriously i question the intelligence and fitness of parents who refuse to vaccinate their kids,1.0,1.0
notion we get from novels falling in love is something quite irresistible something that just happens like measles it takes work,0.0,1.0
gay men who frequent nyc urged to get vaccine local health officials are urging gay men to consider a vaccine ,1.0,1.0
people talk about how they arent getting there kids vaccinated because it causes autism even though there is no evidence to support this,1.0,1.0
2 hamilton county schools to bar kids without indiana measles vaccinations indianapolis star  durbin noblesville in,0.0,1.0
deadline nears for whooping cough vaccine a simple message reading no tdap no shot no school is posted in fro ,1.0,0.6666666666666666
user help save 6m kids lives pledge 1 bill over the next 4 yrs to user the vaccine alliance everyparent user,1.0,0.6666666666666666
people who freak out about gmos fall in the same cohort who think vaccines will harm your child and airliners make chemtrails,1.0,0.6666666666666666
sb28 engross require meningococcal immunization for school entry ,0.0,0.6666666666666666
user two obama science agencies caught fudging numbers climate change and vaccine deaths ,0.0,0.6666666666666666
when my baby gets vaccinated ltltltlt,1.0,1.0
taking baby girl to get vaccinated  south branch pet amp bird clinic ,1.0,1.0
rtuser sin is a unacknowledged disease that everybody is affected by holy bible is the only vaccination,0.0,1.0
kids getting their vaccinationscuz jimmy kimmel told me to  hamilton pediatrics in hamilton nj ,1.0,1.0
user news you mightve missed from user no 5 400 million children get immunized  vaccineswork,0.0,0.6666666666666666
less measles more weasels,0.0,1.0
if i aint the illest nigga im its new vaccine really more like poison when this new jack swing,0.0,0.6666666666666666
measles is all like yo ebola youre welcome measlestruth user,0.0,1.0
the goverment 52013 finally admitted they new and continued giving out mmr shots and they caused autismthe shots should have been done sep,-1.0,1.0
"
what about the people that were homeschooled and didnt do vaccinations  when those kids grow upampthey going into work place not immunized",0.0,0.6666666666666666
dirt game mmr photoshop flyer dj dc dupontcircle dollarmugnight budlight dig mixmasterrod ,0.0,1.0
people who dont vaccinate their kids because they believe in dumb conspiracy theories that have been proven to be untrue piss me off,1.0,1.0
user his alternative medicine is based on an iota of truth puffed into conspiracy theory vaccines save lives,1.0,0.6666666666666666
flannery fired up measles vaccination ,0.0,0.6666666666666666
hb2370 engross public health and safety animal quarantine requiring rabies vaccination effective date ,0.0,0.6666666666666666
people just get your kids vaccinated my gosh,1.0,1.0
great game really tired mmr i was trying to do picks up but instead i went pick my nose thats a ,0.0,0.6666666666666666
user strong babies are immunized ,1.0,0.6666666666666666
"user unless jenny mccarthy writes a book entitled im sorry i helped spread whooping 
cough and measles user is better",1.0,1.0
user sb277 cdcwhistleblower vaccineswork  for health or for profit follow the money and the monopoly ,-1.0,1.0
dude with the measles went shopping at winco by shs ,0.0,1.0
user user user user many follow like sheep measles sad yes  but thousands suffering statins aes all quiet,0.0,0.6666666666666666
bart measles scare raises more vaccination concerns and questions about whos most susceptible this weeks warning ,0.0,0.6666666666666666
"almost 70 high school students who have not been immunized for measles are banned from classes today in palm desert
yes",1.0,0.6666666666666666
think those vaccines are causing autism maybe you should vaccinate yourself with straight jet fuel and see if that also causes austim,1.0,1.0
unreported measles exposure patients at a health center in mesa were exposed to measles nine days before the date ,0.0,1.0
free backtoschool vaccines to children without insurance the westchester county health department is offering ,1.0,0.6666666666666666
user absolutely brilliant lets protect all our kids this t1d parent agreesvaccineswork grandmothersknowbest ready4hillary,1.0,1.0
parents debate on childrens vaccination requirements the battle over vaccination is heating up with some last ,0.0,1.0
students may have been exposed to measles at orange county high school ,0.0,1.0
user nancy snyderman discuss measles immunization she wouldnt stay quarantined for emboli trust her no way,0.0,0.6666666666666666
user the ethical negligence of parents who refuse to vaccinate their children  vaccineswork vaccinations,1.0,1.0
remember that time i went on a date with a girl who doesnt vaccinate her kids yeah that was awesome,1.0,1.0
im on the side the parents should decide on vaccinations for their kids the more power the government has the more totalitarian we become,0.0,0.6666666666666666
user user dont kid yourself it mutates  high rate no vaccine people are global mobile predict gtgtgt rapidly,-1.0,0.6666666666666666
come on people rt user unvaccinated people spread measles at disneyland  ,1.0,1.0
user user user once and for all fully vaxed amp vaccine injured thanks gardasil,-1.0,1.0
i will call out antivaccinators 911 truthers jahar fans hamas apologists westboro  and bandwagon jumpers like user,-1.0,0.3333333333333333
spokane schools to get tough about vaccinations remove children the spokane school district is getting tough ,1.0,0.6666666666666666
why are we still talking about people not vaccinating their kids when there is a crisis going on no more dr pepper bonnie bell chapstick,1.0,0.6666666666666666
user on average people who complain live longer  releasing this tension increases immunity and boosts their health il lve 4evr,0.0,1.0
its sometimes hard to trust when we want to make the best decisions for our children vaccines are safe amp the research shows it vaccinate,1.0,1.0
"
what would it take for measles to return permanently",0.0,0.6666666666666666
user some doctor paul is  measles is one of the leading causes of permanent eye problems in children worldwide,1.0,0.6666666666666666
sb550 update in child protective services further providing for definitions for immunity from liability for  ,0.0,1.0
thimerosal mercury and mmr stole my son they knew they lied cdcwhistleblower vaccinesnova obamaspeech ,-1.0,0.6666666666666666
vaccine law arrives as kids return to school ,0.0,0.6666666666666666
come to think obamacare also benefits from 50000 illegal students in ur schools they need vaccines medical examinations etc,0.0,0.6666666666666666
people who dont immunize their children are idiots and if you disagree with that feel free to keep it to yourself,0.0,0.6666666666666666
b2b marketing round table hosted by user mmr  columbia tower club w 2 others pic ,0.0,1.0
user they placed all u pros at high mmr but u cant handle the voidrazores players,0.0,1.0
la county offers free hepatitis a vaccines the los angeles county department of public health was offering free ,1.0,0.6666666666666666
user the measles outbreak i thought,0.0,1.0
multiple vaccines given simultaneously can be more harmful than single vaccines cdcwhistleblower,-1.0,1.0
suspected measles case linked to paradise valley school the principal at kiva elementary in paradise valley sent ,0.0,1.0
kids are not allowed to bring peanut butter to school but they are allowed to bring measles where did we lose our collective compass,1.0,0.6666666666666666
great overview of hpv amp hpv vaccines by user ,0.0,0.6666666666666666
im not getting measles ,0.0,1.0
made my reservations for mmr tomorrow ,0.0,1.0
convinced patient at work today who is  antivaccine why its a beneficial to have her children vaccinated dontfuckwithherdimmunity,1.0,1.0
user no i think i still alive no measles yet,0.0,1.0
user they have good reputation health is your main issue vaccination requirement would be my main question good luck puppains,0.0,0.6666666666666666
user user and crap like that is why there are now huge outbreaks of measles in the uk,1.0,0.6666666666666666
"should parents who dont vaccinate their kids go to jail
 measlesoutbreak tcot uniteblue ",0.0,0.6666666666666666
user read roald dahls heartbreaking endorsement of measles vaccination   measles vaccinate,1.0,1.0
im at a supermarket not truly by choice with my measles i feel like acting like a lizard if anyone stares,0.0,1.0
"user hiv vaccine safe enough to pass phase 1 human trials 
dam getting somewhere",1.0,0.6666666666666666
user nationalism is an infantile disease it is the measles of mankind,0.0,1.0
time to get my second mmr shot for college hateshots,1.0,0.6666666666666666
so apparently a bunch of user players missed the mmr booster shots mumps,0.0,0.6666666666666666
having the doctor right an informal note your son doesnt have diabetes measles arthritis or cancer  thank u for wasting my time,0.0,1.0
knx spotlight the vaccine dilemma should parents have to vaccinate their kidsthats the focus of knx spotlight ,0.0,0.6666666666666666
user you have measles asshole,0.0,0.6666666666666666
mumps nd measles shot tetanus shot nd tb skin shot,1.0,1.0
get your kids vaccinated antivax ,0.0,1.0
user user arent all vaccines reactive  we wouldnt have a smallpox vaccine were its dev not a reaction to it killing us,1.0,0.6666666666666666
at cedars sinai getting travel vaccines for africa ahhhh im a child when it comes to shots,1.0,0.6666666666666666
would you rather have a kid dead from smallpox or a healthy autistic child just kidding vaccines dont cause autism win win,1.0,1.0
user folks my age who had the mumps prior to vaccination introduction probably are not at as great of risk advantage age 22,0.0,1.0
user unvaccinated children should fucking get vaccinated,1.0,1.0
user madden mobile coins for sale from a mmr pro member legit playeranyone interested follow n dm me thank you,0.0,1.0
user not only do vaccinations fail to prevent disease they are proven to cause disease please consider reversing your position,-1.0,0.3333333333333333
preemployment reqs getting knocked out tb test mmr titer and drug screen got fingerprinted ,0.0,1.0
sorry bit who are these tards user one in five millennials thinks vaccines cause autism ,1.0,0.6666666666666666
user i believe clinton has issued a statement urging all parents to vaccinate their kids,1.0,1.0
rt user illinois law financially penalizes public schools when vaccination rates drop below 90 cont ,0.0,1.0
new vaccination for children required ,0.0,0.6666666666666666
wow waiting to get the measles vaccine and a woman walks in to get a rx refilled  her birth year is 1915  colormeimpressed llap,1.0,1.0
user these the type of people who dont vaccinate their kids  i work for apple care,1.0,0.6666666666666666
user there where 86 cases of measles in 2000 your article is bs find realnews checkfacts ,0.0,0.6666666666666666
starting marching band tomorrow should be a great and exciting year mmr utep,0.0,1.0
kids in the hospital and dying cus you are uneducated and think vaccines cause autism ,1.0,0.6666666666666666
study mmr vaccine does not trigger autism  there is new information that some doctors say could end concerns ,1.0,0.6666666666666666
though rand paul has views i agree with he is dead wrong about vaccines they are a proven defense against disease,1.0,1.0
what will irritate me the most when im a pediatrician is when parents dont want their children vaccinated it makes no sense to me,1.0,1.0
user and i meant that the new mmr counts your gold objectives and kda,0.0,1.0
its almost time rebootnutrition live chat 8pm est lets talk juice health weightloss wellness immunity veggies user,0.0,1.0
silvito el libre measles is not a mild disease measles is not a mild disease i had measles when i was eight years old in those ,0.0,0.6666666666666666
mt user dph confirms two cases of measles in metrowest 1 person shopped at trader joes thanks antivaxxers,1.0,0.6666666666666666
two infants test positive for measles in chicagoarea day care 3 more showing symptoms ,0.0,0.6666666666666666
user i am purposely ignoring all this crap my kids are vaccinated end of discussion for me,1.0,1.0
oped columnist disneyland measles and madness ,0.0,1.0
cdc blames sciencedenying antivaxxers for 20year high in measles cases  via user,1.0,0.6666666666666666
measles outbreak in orange county california worst in decades  user,0.0,0.6666666666666666
user are they confusing children that are better vaccinated than americans for armadillos,0.0,0.6666666666666666
ebola the flu kills ten times ebola  or measles lets focus on gratitude we are all blessed,0.0,0.6666666666666666
i believe in vaccines to prevent childhood diseases but not flushots,1.0,0.6666666666666666
and you know why these diseases like measles were eradicated cause we got fucking vaccinated get it together parents,1.0,0.6666666666666666
two new measles cases confirmed in nyc bringing total to 26 health officials say they have confirmed another ,0.0,1.0
absolutely could not disagree more wth kkuhlmann72 middle class kids have an immunity to mediocre teaching dylanwiliam bs ksde,0.0,0.6666666666666666
user picard is in better health  boschbergs vaccination caused shingles will cause him fatigue,-1.0,0.6666666666666666
user user  i dont have measles,0.0,1.0
user rep speculates illegal aliens could be blame for measles outbreak  gov lepage adds hiv mepolitics,0.0,1.0
user user uh vaccinate your kids,0.0,0.6666666666666666
mmr,0.0,1.0
user user supposedly good fir allergies sinus issues respiratory health immunityi just like the taste using sodastream,0.0,1.0
adult flu vaccinations are available for okcic patients call public health or your care team for an appointment ,1.0,1.0
us on track for most measles in decade cases in 4 states most linked to africa europe asia ,0.0,1.0
